speciesID	numOriginal	numFilteredOut	percentFilteredOut	numDuplicatesRemoved	percentDuplicatesRemoved	percentRemoved	numLeft	percentLeft
GCF_009829155.1	60556	1214	2.0	12058	19.91	21.92	47284	78.08
GCA_047655295.1	17924	2204	12.3	0	0.0	12.3	15720	87.7
GCF_028533385.1	55575	1806	3.25	11406	20.52	23.77	42363	76.23
GCF_000296735.1	25375	1280	5.04	243	0.96	6.0	23852	94.0
GCF_002776525.5	52761	1825	3.46	10264	19.45	22.91	40672	77.09
GCF_024139225.1	26729	1971	7.37	1122	4.2	11.57	23636	88.43
GCF_018350215.1	53409	1070	2.0	12170	22.79	24.79	40169	75.21
GCF_015220235.1	54704	2091	3.82	9524	17.41	21.23	43089	78.77
GCF_000001635.27	98005	808	0.82	28483	29.06	29.89	68714	70.11
GCF_030435805.1	56593	845	1.49	11059	19.54	21.03	44689	78.97
GCF_048593235.1	51925	1308	2.52	12386	23.85	26.37	38231	73.63
GCF_011800145.1	45230	1243	2.75	7973	17.63	20.38	36014	79.62
GCF_028583685.1	46701	937	2.01	9408	20.15	22.15	36356	77.85
GCF_963455315.2	51270	1258	2.45	10770	21.01	23.46	39242	76.54
GCF_023159225.1	40381	1680	4.16	5466	13.54	17.7	33235	82.3
GCF_007474595.2	42155	2228	5.29	6333	15.02	20.31	33594	79.69
GCF_008728515.1	72199	1830	2.53	16558	22.93	25.47	53811	74.53
GCF_030028045.1	56130	1208	2.15	10779	19.2	21.36	44143	78.64
GCF_011762595.2	63717	1296	2.03	12921	20.28	22.31	49500	77.69
GCA_044048945.1	56711	34102	60.13	5404	9.53	69.66	17205	30.34
GCF_042477335.2	65011	541	0.83	19147	29.45	30.28	45323	69.72
GCA_900661375.1	31025	2131	6.87	0	0.0	6.87	28894	93.13
GCF_000147115.1	43257	3952	9.14	6077	14.05	23.18	33228	76.82
GCF_009873245.2	52306	2099	4.01	9726	18.59	22.61	40481	77.39
GCF_003369695.1	54287	1010	1.86	10147	18.69	20.55	43130	79.45
GCF_028858775.2	109396	1840	1.68	34416	31.46	33.14	73140	66.86
GCF_023065955.2	56448	970	1.72	12948	22.94	24.66	42530	75.34
GCF_017311325.1	41611	1392	3.35	6149	14.78	18.12	34070	81.88
GCF_020975775.1	46017	1581	3.44	8668	18.84	22.27	35768	77.73
GCF_014898765.1	55697	1512	2.71	10343	18.57	21.28	43842	78.72
GCA_032199065.1	21818	5069	23.23	0	0.0	23.23	16749	76.77
GCF_902655055.1	57607	1648	2.86	12191	21.16	24.02	43768	75.98
GCF_000412655.1	40937	2740	6.69	6153	15.03	21.72	32044	78.28
GCF_003009895.1	41482	1351	3.26	6524	15.73	18.98	33607	81.02
GCF_027406575.1	56518	982	1.74	10917	19.32	21.05	44619	78.95
GCF_028564815.1	43045	1661	3.86	6391	14.85	18.71	34993	81.29
GCF_001698545.2	49776	4593	9.23	10159	20.41	29.64	35024	70.36
GCF_018167655.1	50590	1220	2.41	7156	14.15	16.56	42214	83.44
GCF_011764305.1	57696	1198	2.08	10917	18.92	21.0	45581	79.0
GCF_963259705.1	57390	1167	2.03	9390	16.36	18.4	46833	81.6
GCF_014108415.1	42794	1031	2.41	6596	15.41	17.82	35167	82.18
GCF_028018385.1	63007	967	1.53	12969	20.58	22.12	49071	77.88
GCF_014885135.2	48087	1447	3.01	8367	17.4	20.41	38273	79.59
GCF_016772045.2	76912	1479	1.92	21776	28.31	30.24	53657	69.76
GCF_000151845.1	43832	2135	4.87	8266	18.86	23.73	33431	76.27
GCF_019186645.2	45674	1162	2.54	9073	19.86	22.41	35439	77.59
GCF_004785775.1	38463	1416	3.68	4894	12.72	16.41	32153	83.59
GCF_010015895.1	48471	1557	3.21	7605	15.69	18.9	39309	81.1
GCF_000955945.1	66135	1909	2.89	15670	23.69	26.58	48556	73.42
GCA_040437455.1	40320	6853	17.0	0	0.0	17.0	33467	83.0
GCF_009761245.1	62340	1437	2.31	12452	19.97	22.28	48451	77.72
GCF_001604975.1	56047	1466	2.62	10436	18.62	21.24	44145	78.76
GCF_004115215.2	38847	1188	3.06	5716	14.71	17.77	31943	82.23
GCF_048418805.1	72644	605	0.83	22044	30.35	31.18	49995	68.82
GCF_041296235.1	75320	640	0.85	20295	26.95	27.79	54385	72.21
GCF_018345385.1	52785	1047	1.98	11270	21.35	23.33	40468	76.67
GCF_012393455.1	60231	2398	3.98	12525	20.79	24.78	45308	75.22
GCF_000247695.1	60912	1707	2.8	12539	20.59	23.39	46666	76.61
GCF_036562045.2	56563	756	1.34	13029	23.03	24.37	42778	75.63
GCF_020740605.2	45273	1076	2.38	7536	16.65	19.02	36661	80.98
GCF_036321535.1	51040	925	1.81	9928	19.45	21.26	40187	78.74
GCF_000622305.1	48035	2688	5.6	7915	16.48	22.07	37432	77.93
GCF_021218885.2	57222	1358	2.37	11425	19.97	22.34	44439	77.66
GCF_001890085.2	45923	1524	3.32	9157	19.94	23.26	35242	76.74
GCF_024166365.1	53885	957	1.78	10914	20.25	22.03	42014	77.97
GCF_004115265.2	48806	1388	2.84	9477	19.42	22.26	37941	77.74
GCF_019320065.1	56339	900	1.6	11378	20.2	21.79	44061	78.21
GCF_018350175.1	71560	1083	1.51	16251	22.71	24.22	54226	75.78
GCF_019054845.1	37670	1298	3.45	4819	12.79	16.24	31553	83.76
GCF_000283155.1	33782	1482	4.39	2968	8.79	13.17	29332	86.83
GCF_907164565.1	38918	1901	4.88	5886	15.12	20.01	31131	79.99
GCF_032452875.1	60628	852	1.41	12025	19.83	21.24	47751	78.76
GCF_028372415.1	60170	882	1.47	13287	22.08	23.55	46001	76.45
GCA_047834645.1	22867	2589	11.32	0	0.0	11.32	20278	88.68
GCF_964237555.1	75828	1401	1.85	20342	26.83	28.67	54085	71.33
GCF_902635505.1	46002	1114	2.42	8284	18.01	20.43	36604	79.57
GCF_028885625.2	80229	1214	1.51	21152	26.36	27.88	57863	72.12
GCF_020740685.1	44894	925	2.06	7160	15.95	18.01	36809	81.99
GCF_028021215.1	42502	1390	3.27	7334	17.26	20.53	33778	79.47
GCF_036850765.1	48955	948	1.94	10347	21.14	23.07	37660	76.93
GCF_000321225.1	26539	1168	4.4	1110	4.18	8.58	24261	91.42
GCF_000951035.1	38775	1998	5.15	5238	13.51	18.66	31539	81.34
GCF_003255815.1	52610	1510	2.87	8864	16.85	19.72	42236	80.28
GCA_010411085.1	19312	1546	8.01	0	0.0	8.01	17766	91.99
GCF_015852505.1	33397	1397	4.18	3801	11.38	15.56	28199	84.44
GCA_031835075.1	41005	7403	18.05	0	0.0	18.05	33602	81.95
GCF_903995425.1	43554	1506	3.46	6722	15.43	18.89	35326	81.11
GCF_004028035.1	39994	1550	3.88	6097	15.24	19.12	32347	80.88
GCF_023699985.2	55186	945	1.71	11258	20.4	22.11	42983	77.89
GCF_047511655.1	63273	902	1.43	14135	22.34	23.77	48236	76.23
GCF_037038515.1	51671	544	1.05	9633	18.64	19.7	41494	80.3
GCF_033118175.1	49024	997	2.03	9036	18.43	20.47	38991	79.53
GCF_000299155.1	25317	1349	5.33	161	0.64	5.96	23807	94.04
GCF_016433145.1	29049	2242	7.72	934	3.22	10.93	25873	89.07
GCF_949786415.1	38920	1349	3.47	4809	12.36	15.82	32762	84.18
GCF_000164805.1	33260	3596	10.81	2655	7.98	18.79	27009	81.21
GCF_022376915.1	45649	1093	2.39	8777	19.23	21.62	35779	78.38
GCF_947179515.1	46632	1077	2.31	7449	15.97	18.28	38106	81.72
GCF_001458135.2	56804	2009	3.54	10473	18.44	21.97	44322	78.03
GCF_000754665.1	35692	3067	8.59	5783	16.2	24.8	26842	75.2
GCF_014176215.1	56463	966	1.71	12602	22.32	24.03	42895	75.97
GCF_900094665.2	47516	964	2.03	8965	18.87	20.9	37587	79.1
GCF_022355385.1	47600	1203	2.53	8430	17.71	20.24	37967	79.76
GCF_016509475.1	51737	1282	2.48	8514	16.46	18.93	41941	81.07
GCF_036850995.1	47369	992	2.09	9403	19.85	21.94	36974	78.06
GCF_009764315.1	64531	2165	3.35	13909	21.55	24.91	48457	75.09
GCF_963924675.1	30676	1460	4.76	514	1.68	6.43	28702	93.57
GCF_002099425.1	47079	3355	7.13	9102	19.33	26.46	34622	73.54
GCA_001675575.1	24320	10548	43.37	0	0.0	43.37	13772	56.63
GCF_000001405.40	146337	3937	2.69	48238	32.96	35.65	94162	64.35
GCF_009762305.2	61096	1688	2.76	13182	21.58	24.34	46226	75.66
GCF_001704415.2	42815	1701	3.97	6765	15.8	19.77	34349	80.23
GCF_029215605.1	60419	1056	1.75	12296	20.35	22.1	47067	77.9
GCF_047675955.1	59831	1168	1.95	13263	22.17	24.12	45400	75.88
GCF_027595985.1	40221	960	2.39	5646	14.04	16.42	33615	83.58
GCF_014898055.3	47082	2164	4.6	10302	21.88	26.48	34616	73.52
GCF_041296265.1	97963	1171	1.2	34175	34.89	36.08	62617	63.92
GCF_000317375.1	37971	1050	2.77	5288	13.93	16.69	31633	83.31
GCF_027580195.1	45653	1888	4.14	8495	18.61	22.74	35270	77.26
GCF_003426925.1	36389	1344	3.69	4803	13.2	16.89	30242	83.11
GCF_023721935.1	43941	1489	3.39	7026	15.99	19.38	35426	80.62
GCF_000260255.1	42600	1527	3.58	6763	15.88	19.46	34310	80.54
GCF_011100685.1	63860	2325	3.64	15216	23.83	27.47	46319	72.53
GCF_017639785.1	53304	1713	3.21	9661	18.12	21.34	41930	78.66
GCF_034190915.1	62868	1320	2.1	12625	20.08	22.18	48923	77.82
GCF_006542625.1	51472	1393	2.71	8414	16.35	19.05	41665	80.95
GCF_019923935.1	64670	1160	1.79	13080	20.23	22.02	50430	77.98
GCF_016906955.1	48234	1349	2.8	7954	16.49	19.29	38931	80.71
GCF_002263795.3	64900	3570	5.5	14374	22.15	27.65	46956	72.35
GCF_048164855.1	76639	537	0.7	21046	27.46	28.16	55056	71.84
GCA_011754075.1	4296	0	0.0	0	0.0	0.0	4296	100.0
GCA_008782695.1	25737	5445	21.16	0	0.0	21.16	20292	78.84
GCF_047511675.1	46577	741	1.59	7942	17.05	18.64	37894	81.36
GCF_007827085.1	52107	1590	3.05	9273	17.8	20.85	41244	79.15
GCF_030020395.1	59815	1430	2.39	10786	18.03	20.42	47599	79.58
GCF_039906515.1	60756	1221	2.01	13237	21.79	23.8	46298	76.2
GCF_049852395.1	69273	493	0.71	17723	25.58	26.3	51057	73.7
GCF_937001465.1	63265	1496	2.36	12384	19.57	21.94	49385	78.06
GCF_048565385.1	59768	926	1.55	13052	21.84	23.39	45790	76.61
GCF_000325575.1	39743	2088	5.25	7328	18.44	23.69	30327	76.31
GCF_011100555.1	83289	1754	2.11	21742	26.1	28.21	59793	71.79
GCF_014108235.1	61234	1057	1.73	10545	17.22	18.95	49632	81.05
GCA_045298715.1	18759	0	0.0	0	0.0	0.0	18759	100.0
GCF_020171115.1	44368	961	2.17	7173	16.17	18.33	36234	81.67
GCF_001595765.1	29861	1501	5.03	3107	10.4	15.43	25253	84.57
GCF_025265405.1	43074	1785	4.14	6859	15.92	20.07	34430	79.93
GCF_905146905.1	46768	1353	2.89	9240	19.76	22.65	36175	77.35
GCF_027475565.1	64182	841	1.31	14077	21.93	23.24	49264	76.76
GCF_949987515.2	39853	1320	3.31	6118	15.35	18.66	32415	81.34
GCF_000956105.1	28300	1581	5.59	2019	7.13	12.72	24700	87.28
GCF_000313985.2	32137	1632	5.08	3003	9.34	14.42	27502	85.58
GCF_949774975.1	50300	1594	3.17	8147	16.2	19.37	40559	80.63
GCF_021613505.1	49056	1457	2.97	9667	19.71	22.68	37932	77.32
GCF_902729225.1	53505	1689	3.16	11517	21.53	24.68	40299	75.32
GCF_000243295.1	36497	1781	4.88	4758	13.04	17.92	29958	82.08
GCF_032405125.1	33968	749	2.21	1705	5.02	7.22	31514	92.78
GCA_019455555.1	20936	8770	41.89	0	0.0	41.89	12166	58.11
GCF_024711535.1	56752	888	1.56	10635	18.74	20.3	45229	79.7
GCF_033115175.1	42348	1308	3.09	6432	15.19	18.28	34608	81.72
GCF_028023285.1	50409	1603	3.18	9423	18.69	21.87	39383	78.13
GCF_009828535.3	59694	1910	3.2	12187	20.42	23.62	45597	76.38
GCF_003668045.3	47193	2128	4.51	7393	15.67	20.17	37672	79.83
GCF_002201575.2	34558	1982	5.74	2247	6.5	12.24	30329	87.76
GCF_028878055.3	89308	1321	1.48	20826	23.32	24.8	67161	75.2
GCF_037783145.1	93921	678	0.72	32510	34.61	35.34	60733	64.66
GCF_949987535.1	53858	1574	2.92	10275	19.08	22.0	42009	78.0
GCA_028583565.1	20907	677	3.24	0	0.0	3.24	20230	96.76
GCA_949782905.1	32656	1241	3.8	0	0.0	3.8	31415	96.2
GCF_040939455.1	45626	705	1.55	7547	16.54	18.09	37374	81.91
GCF_022837055.1	56463	870	1.54	12971	22.97	24.51	42622	75.49
GCF_023091745.1	29116	1200	4.12	2504	8.6	12.72	25412	87.28
GCF_030445035.2	57289	1503	2.62	13525	23.61	26.23	42261	73.77
GCF_002837175.3	51781	2475	4.78	8888	17.16	21.94	40418	78.06
GCF_008632895.1	54522	786	1.44	12438	22.81	24.25	41298	75.75
GCF_910594005.1	57862	999	1.73	11697	20.22	21.94	45166	78.06
GCF_030222135.1	56538	1355	2.4	11301	19.99	22.38	43882	77.62
GCA_049901635.1	38437	13624	35.45	0	0.0	35.45	24813	64.55
GCF_000327345.1	33196	3156	9.51	3961	11.93	21.44	26079	78.56
GCF_016432865.1	41031	1021	2.49	5626	13.71	16.2	34384	83.8
GCF_048564905.1	56808	716	1.26	13559	23.87	25.13	42533	74.87
GCF_903992535.2	40917	1899	4.64	6275	15.34	19.98	32743	80.02
GCF_002288925.2	50540	1574	3.11	9513	18.82	21.94	39453	78.06
GCF_003327715.1	23419	1658	7.08	474	2.02	9.1	21287	90.9
GCF_018350195.1	55866	1134	2.03	12892	23.08	25.11	41840	74.89
GCF_014754425.2	44076	1297	2.94	6849	15.54	18.48	35930	81.52
GCF_950295315.1	51582	876	1.7	7975	15.46	17.16	42731	82.84
GCF_000260355.1	29250	1207	4.13	3085	10.55	14.67	24958	85.33
GCF_030254825.1	54879	1517	2.76	10707	19.51	22.27	42655	77.73
GCF_022682495.2	51392	765	1.49	11530	22.44	23.92	39097	76.08
GCF_030435755.1	40122	920	2.29	5187	12.93	15.22	34015	84.78
GCA_041156055.1	2299	8	0.35	0	0.0	0.35	2291	99.65
GCA_008692635.1	19698	19698	100.0	0	0.0	100.0	0	0.0
GCF_002288905.1	36734	1542	4.2	3439	9.36	13.56	31753	86.44
GCF_024362965.1	56530	1654	2.93	10676	18.89	21.81	44200	78.19
GCA_963693515.1	19038	266	1.4	0	0.0	1.4	18772	98.6
GCF_011100635.1	35644	1308	3.67	3802	10.67	14.34	30534	85.66
GCF_943737965.1	35081	1402	4.0	3272	9.33	13.32	30407	86.68
GCF_026419965.1	63349	1427	2.25	15476	24.43	26.68	46446	73.32
GCF_037893015.1	50396	1097	2.18	10367	20.57	22.75	38932	77.25
GCF_005190385.1	45097	1703	3.78	7748	17.18	20.96	35646	79.04
GCF_963930625.1	46236	665	1.44	8152	17.63	19.07	37419	80.93
GCF_011064425.1	35713	2208	6.18	3556	9.96	16.14	29949	83.86
GCA_030846915.1	19994	1947	9.74	0	0.0	9.74	18047	90.26
GCF_030014295.1	55408	1018	1.84	10159	18.33	20.17	44231	79.83
GCF_903995435.1	33557	1498	4.46	2765	8.24	12.7	29294	87.3
GCF_003031525.2	38171	2162	5.66	5857	15.34	21.01	30152	78.99
GCF_041146395.1	41832	787	1.88	4694	11.22	13.1	36351	86.9
GCF_004348235.1	45438	1335	2.94	8576	18.87	21.81	35527	78.19
GCF_043159975.1	76332	1086	1.42	20160	26.41	27.83	55086	72.17
GCF_003339765.1	68173	2381	3.49	15123	22.18	25.68	50669	74.32
GCF_036323735.1	86077	1515	1.76	20956	24.35	26.11	63606	73.89
GCF_014108245.1	57585	968	1.68	8364	14.52	16.21	48253	83.79
GCF_000298275.1	19091	1887	9.88	0	0.0	9.88	17204	90.12
GCF_020826845.1	47953	1333	2.78	7549	15.74	18.52	39071	81.48
GCF_000151885.1	29552	1782	6.03	2685	9.09	15.12	25085	84.88
GCF_007565055.1	53850	1675	3.11	10351	19.22	22.33	41824	77.67
GCF_027887165.1	62441	960	1.54	14516	23.25	24.78	46965	75.22
GCF_950005125.1	44169	941	2.13	6247	14.14	16.27	36981	83.73
GCF_024542745.1	62648	1279	2.04	15670	25.01	27.05	45699	72.95
GCF_029407905.1	57134	1019	1.78	12181	21.32	23.1	43934	76.9
GCF_048773025.1	59713	736	1.23	13629	22.82	24.06	45348	75.94
GCF_003676395.1	54661	1526	2.79	10017	18.33	21.12	43118	78.88
GCF_019393635.1	43431	2450	5.64	7118	16.39	22.03	33863	77.97
GCF_000951045.1	38534	2135	5.54	5127	13.31	18.85	31272	81.15
GCF_028885655.2	81715	3298	4.04	20803	25.46	29.49	57614	70.51
GCF_003265705.2	58711	1181	2.01	12987	22.12	24.13	44543	75.87
GCA_024510155.1	9727	4	0.04	0	0.0	0.04	9723	99.96
GCF_922984935.1	50628	907	1.79	9711	19.18	20.97	40010	79.03
GCF_902806735.1	47127	1152	2.44	8678	18.41	20.86	37297	79.14
GCA_023701675.1	21253	793	3.73	0	0.0	3.73	20460	96.27
GCF_000181295.1	32670	1338	4.1	3427	10.49	14.59	27905	85.41
GCF_000442215.2	25982	2232	8.59	796	3.06	11.65	22954	88.35
GCF_008692025.1	52320	2368	4.53	10629	20.32	24.84	39323	75.16
GCF_009834535.1	54601	2479	4.54	11178	20.47	25.01	40944	74.99
