speciesID	numOriginal	numFilteredOut	percentFilteredOut	numDuplicatesRemoved	percentDuplicatesRemoved	percentRemoved	numLeft	percentLeft
GCA_030522465.2	56606	5477	9.68	0	0.0	9.68	51129	90.32
GCA_029204205.1	37484	2079	5.55	0	0.0	5.55	35405	94.45
GCF_003285875.2	20149	267	1.33	1773	8.8	10.12	18109	89.88
GCA_036186465.1	16341	32	0.2	0	0.0	0.2	16309	99.8
GCA_023231475.1	12269	659	5.37	0	0.0	5.37	11610	94.63
GCF_900245975.1	22824	242	1.06	1811	7.93	8.99	20771	91.01
GCA_001718145.1	20247	2650	13.09	0	0.0	13.09	17597	86.91
GCA_037179515.1	25341	8908	35.15	0	0.0	35.15	16433	64.85
GCF_902806685.2	23576	339	1.44	2777	11.78	13.22	20460	86.78
GCF_025612915.1	49950	550	1.1	6555	13.12	14.22	42845	85.78
GCF_947507565.1	20875	230	1.1	2930	14.04	15.14	17715	84.86
GCA_003604175.2	14408	1203	8.35	4	0.03	8.38	13201	91.62
GCF_031307605.1	22272	238	1.07	2878	12.92	13.99	19156	86.01
GCA_944470365.2	14966	261	1.74	0	0.0	1.74	14705	98.26
GCF_003285725.1	19800	208	1.05	1612	8.14	9.19	17980	90.81
GCF_000006295.1	10760	91	0.85	0	0.0	0.85	10669	99.15
GCA_036250285.1	13291	96	0.72	0	0.0	0.72	13195	99.28
GCF_036711975.1	22266	63	0.28	2290	10.28	10.57	19913	89.43
GCF_013076305.1	21477	558	2.6	2683	12.49	15.09	18236	84.91
GCA_011009095.1	27558	5208	18.9	0	0.0	18.9	22350	81.1
GCF_009602425.1	27037	2773	10.26	2983	11.03	21.29	21281	78.71
GCA_024305405.1	9741	58	0.6	0	0.0	0.6	9683	99.4
GCF_932526225.1	32370	206	0.64	4113	12.71	13.34	28051	86.66
GCF_026151205.1	21763	457	2.1	902	4.14	6.24	20404	93.76
GCF_038994185.2	46983	123	0.26	7305	15.55	15.81	39555	84.19
GCF_001272555.1	12157	666	5.48	814	6.7	12.17	10677	87.83
GCF_024586455.1	25557	485	1.9	5223	20.44	22.33	19849	77.67
GCA_021613535.1	32378	119	0.37	3	0.01	0.38	32256	99.62
GCA_023678865.1	15639	239	1.53	0	0.0	1.53	15400	98.47
GCA_019925095.2	15321	154	1.01	0	0.0	1.01	15167	98.99
GCA_029963845.1	19475	1880	9.65	0	0.0	9.65	17595	90.35
GCF_001040885.1	12445	58	0.47	0	0.0	0.47	12387	99.53
GCF_943734665.1	20271	125	0.62	4395	21.68	22.3	15751	77.7
GCF_025091365.1	29510	445	1.51	4301	14.57	16.08	24764	83.92
GCA_016746295.1	37012	2948	7.96	12	0.03	8.0	34052	92.0
GCF_040581485.1	28822	125	0.43	5851	20.3	20.73	22846	79.27
GCF_041682495.2	24003	173	0.72	4706	19.61	20.33	19124	79.67
GCF_905404315.1	22285	129	0.58	2472	11.09	11.67	19684	88.33
GCF_029955315.1	21750	133	0.61	2896	13.31	13.93	18721	86.07
GCF_009650485.2	24248	465	1.92	2560	10.56	12.48	21223	87.52
GCF_020631705.1	28221	1662	5.89	4666	16.53	22.42	21893	77.58
GCF_003369915.1	32149	515	1.6	3246	10.1	11.7	28388	88.3
GCF_041381155.1	41903	1165	2.78	5561	13.27	16.05	35177	83.95
GCA_001447455.1	17008	3117	18.33	123	0.72	19.05	13768	80.95
GCF_030705265.1	24012	457	1.9	2219	9.24	11.14	21336	88.86
GCA_944472135.2	20958	838	4.0	0	0.0	4.0	20120	96.0
GCF_015228065.2	32816	6625	20.19	2821	8.6	28.78	23370	71.22
GCF_012273895.1	17465	274	1.57	1325	7.59	9.16	15866	90.84
GCF_032362555.1	20516	112	0.55	2064	10.06	10.61	18340	89.39
GCA_905250025.1	49284	1014	2.06	0	0.0	2.06	48270	97.94
GCF_001194135.2	29037	643	2.21	5564	19.16	21.38	22830	78.62
GCF_026571515.1	57637	4935	8.56	5138	8.91	17.48	47564	82.52
GCF_943734655.1	17957	216	1.2	2739	15.25	16.46	15002	83.54
GCF_963855985.1	18795	130	0.69	1398	7.44	8.13	17267	91.87
GCF_000699045.2	22159	701	3.16	2616	11.81	14.97	18842	85.03
GCA_045014175.1	10696	2	0.02	0	0.0	0.02	10694	99.98
GCF_003589595.1	20437	672	3.29	1108	5.42	8.71	18657	91.29
GCF_001465965.1	20855	433	2.08	4196	20.12	22.2	16226	77.8
GCA_029891345.1	33111	1439	4.35	1	0.0	4.35	31671	95.65
GCA_013358835.2	28510	6156	21.59	0	0.0	21.59	22354	78.41
GCA_900622495.1	11649	757	6.5	0	0.0	6.5	10892	93.5
GCA_008508345.1	12783	2886	22.58	0	0.0	22.58	9897	77.42
GCF_014743375.2	25688	291	1.13	2728	10.62	11.75	22669	88.25
GCA_001642005.1	8724	1519	17.41	0	0.0	17.41	7205	82.59
GCA_033675545.1	70120	2376	3.39	0	0.0	3.39	67744	96.61
GCF_035083965.1	42295	137	0.32	3902	9.23	9.55	38256	90.45
GCF_026230105.1	19712	67	0.34	2624	13.31	13.65	17021	86.35
GCF_042767895.1	43631	3188	7.31	6914	15.85	23.15	33529	76.85
GCF_017591435.1	38519	1687	4.38	7925	20.57	24.95	28907	75.05
GCF_905475345.1	26207	62	0.24	6419	24.49	24.73	19726	75.27
GCA_013339685.2	29657	0	0.0	0	0.0	0.0	29657	100.0
GCF_021130785.1	31163	1842	5.91	3341	10.72	16.63	25980	83.37
GCA_036937485.2	17458	17	0.1	0	0.0	0.1	17441	99.9
GCF_943734705.1	15049	171	1.14	1242	8.25	9.39	13636	90.61
GCF_025370935.1	26678	1590	5.96	3121	11.7	17.66	21967	82.34
GCA_904845305.1	16279	145	0.89	0	0.0	0.89	16134	99.11
GCA_018342105.1	40565	663	1.63	0	0.0	1.63	39902	98.37
GCF_902728285.1	26999	710	2.63	995	3.69	6.32	25294	93.68
GCF_027943255.1	22869	180	0.79	4240	18.54	19.33	18449	80.67
GCF_003987935.1	19224	332	1.73	1475	7.67	9.4	17417	90.6
GCF_028408465.1	25247	162	0.64	5677	22.49	23.13	19408	76.87
GCA_000797555.1	25289	4368	17.27	0	0.0	17.27	20921	82.73
GCF_016746245.2	24461	266	1.09	2538	10.38	11.46	21657	88.54
GCF_014529535.1	28473	165	0.58	3790	13.31	13.89	24518	86.11
GCA_018290095.1	19128	62	0.32	0	0.0	0.32	19066	99.68
GCF_905147765.1	19685	139	0.71	1677	8.52	9.23	17869	90.77
GCA_040956935.1	10773	50	0.46	0	0.0	0.46	10723	99.54
GCF_036711695.1	35057	203	0.58	3972	11.33	11.91	30882	88.09
GCA_030220185.1	28416	19861	69.89	0	0.0	69.89	8555	30.11
GCF_912999745.1	18225	241	1.32	1094	6.0	7.33	16890	92.67
GCA_902702795.2	69836	24308	34.81	0	0.0	34.81	45528	65.19
GCA_902829315.1	15307	145	0.95	0	0.0	0.95	15162	99.05
GCF_019649055.1	30867	820	2.66	5130	16.62	19.28	24917	80.72
GCA_013368495.1	12487	1160	9.29	0	0.0	9.29	11327	90.71
GCF_015586225.1	23700	1823	7.69	4193	17.69	25.38	17684	74.62
GCF_905333055.1	25734	85	0.33	3509	13.64	13.97	22140	86.03
GCA_035610365.1	16472	236	1.43	0	0.0	1.43	16236	98.57
GCA_021224005.1	12430	3417	27.49	0	0.0	27.49	9013	72.51
GCF_943734845.2	25342	90	0.36	7117	28.08	28.44	18135	71.56
GCF_001313825.1	22408	526	2.35	4699	20.97	23.32	17183	76.68
GCA_918026875.4	16172	219	1.35	0	0.0	1.35	15953	98.65
GCF_001594075.2	21276	754	3.54	3243	15.24	18.79	17279	81.21
GCA_019649035.1	70752	5959	8.42	0	0.0	8.42	64793	91.58
GCA_040954505.1	14328	2033	14.19	0	0.0	14.19	12295	85.81
GCA_024699845.1	11699	1024	8.75	0	0.0	8.75	10675	91.25
GCF_035594125.1	50477	1097	2.17	13785	27.31	29.48	35595	70.52
GCA_944474815.3	16789	440	2.62	0	0.0	2.62	16349	97.38
GCF_019925205.1	27304	596	2.18	4412	16.16	18.34	22296	81.66
GCA_030673865.1	21370	1391	6.51	23	0.11	6.62	19956	93.38
GCF_004354385.1	19534	412	2.11	1645	8.42	10.53	17477	89.47
GCF_021155765.1	20442	125	0.61	2357	11.53	12.14	17960	87.86
GCF_963853765.1	51045	318	0.62	7852	15.38	16.01	42875	83.99
GCF_047496725.1	25483	206	0.81	5748	22.56	23.36	19529	76.64
GCA_905397405.1	23973	9596	40.03	0	0.0	40.03	14377	59.97
GCF_947086385.1	15698	128	0.82	1773	11.29	12.11	13797	87.89
GCF_013339695.2	30609	1723	5.63	1328	4.34	9.97	27558	90.03
GCF_026283585.1	24942	161	0.65	5058	20.28	20.92	19723	79.08
GCF_917208135.1	26342	63	0.24	5515	20.94	21.18	20764	78.82
GCA_900576705.1	12895	825	6.4	0	0.0	6.4	12070	93.6
GCF_001412515.2	19064	497	2.61	2435	12.77	15.38	16132	84.62
GCA_041222665.1	17108	2497	14.6	127	0.74	15.34	14484	84.66
GCA_021223865.1	13780	4405	31.97	0	0.0	31.97	9375	68.03
GCA_001447665.1	19269	4762	24.71	310	1.61	26.32	14197	73.68
GCF_040115645.1	21995	57	0.26	3673	16.7	16.96	18265	83.04
GCF_008121235.1	22475	596	2.65	1759	7.83	10.48	20120	89.52
GCA_905332375.1	18655	48	0.26	0	0.0	0.26	18607	99.74
GCF_021730395.1	63247	1145	1.81	8890	14.06	15.87	53212	84.13
GCA_024699865.1	20050	2573	12.83	0	0.0	12.83	17477	87.17
GCF_016097555.1	33249	1210	3.64	3424	10.3	13.94	28615	86.06
GCF_012274295.1	25907	142	0.55	6034	23.29	23.84	19731	76.16
GCF_024137745.1	22374	241	1.08	4066	18.17	19.25	18067	80.75
GCF_003227715.2	26772	208	0.78	5410	20.21	20.98	21154	79.02
GCF_949628265.1	22723	91	0.4	2155	9.48	9.88	20477	90.12
GCA_001447585.1	20907	5222	24.98	210	1.0	25.98	15475	74.02
GCF_020466585.1	23095	1571	6.8	2986	12.93	19.73	18538	80.27
GCF_024334085.1	20287	92	0.45	3581	17.65	18.11	16614	81.89
GCF_040938485.1	36155	1492	4.13	859	2.38	6.5	33804	93.5
GCA_021223825.1	12677	4046	31.92	0	0.0	31.92	8631	68.08
GCA_046563165.1	12255	3	0.02	0	0.0	0.02	12252	99.98
GCA_025024175.1	700	125	17.86	0	0.0	17.86	575	82.14
GCA_048537945.1	26504	143	0.54	962	3.63	4.17	25399	95.83
GCF_026898425.1	23155	363	1.57	2848	12.3	13.87	19944	86.13
GCA_030347275.1	13959	571	4.09	28	0.2	4.29	13360	95.71
GCA_029379305.1	26343	3507	13.31	0	0.0	13.31	22836	86.69
GCF_910592395.1	34875	97	0.28	4705	13.49	13.77	30073	86.23
GCA_003675995.1	19024	5367	28.21	0	0.0	28.21	13657	71.79
GCF_002706865.2	22882	429	1.87	1949	8.52	10.39	20504	89.61
GCF_028554725.1	27226	188	0.69	6382	23.44	24.13	20656	75.87
GCF_008802855.1	32294	613	1.9	3775	11.69	13.59	27906	86.41
GCF_003651465.1	22509	847	3.76	4144	18.41	22.17	17518	77.83
GCA_029955175.1	17328	2039	11.77	0	0.0	11.77	15289	88.23
GCA_905368565.1	23681	10018	42.3	0	0.0	42.3	13663	57.7
GCF_051020955.1	25817	153	0.59	5397	20.9	21.5	20267	78.5
GCA_916381525.1	11690	752	6.43	0	0.0	6.43	10938	93.57
GCF_019399895.1	21406	175	0.82	4016	18.76	19.58	17215	80.42
GCF_943734765.1	12900	215	1.67	197	1.53	3.19	12488	96.81
GCA_016584305.1	22650	0	0.0	81	0.36	0.36	22569	99.64
GCF_029784135.1	30898	126	0.41	7073	22.89	23.3	23699	76.7
GCF_005508785.2	27913	1330	4.76	4210	15.08	19.85	22373	80.15
GCF_037325665.1	40539	1457	3.59	4079	10.06	13.66	35003	86.34
GCF_000648655.2	17308	664	3.84	2219	12.82	16.66	14425	83.34
GCF_028750875.1	34269	166	0.48	3439	10.04	10.52	30664	89.48
GCA_043792635.1	21353	2249	10.53	0	0.0	10.53	19104	89.47
GCA_003675905.2	14667	4569	31.15	0	0.0	31.15	10098	68.85
GCA_034508575.1	43046	1252	2.91	0	0.0	2.91	41794	97.09
GCA_017607545.1	14640	14640	100.0	0	0.0	100.0	0	0.0
GCF_015345945.1	20571	237	1.15	2395	11.64	12.79	17939	87.21
GCA_001447565.2	16586	3028	18.26	108	0.65	18.91	13450	81.09
GCF_046742065.1	41830	563	1.35	8274	19.78	21.13	32993	78.87
GCF_963675165.1	25989	221	0.85	2575	9.91	10.76	23193	89.24
GCA_050947105.1	22253	1	0.0	0	0.0	0.0	22252	100.0
GCF_000002985.6	30555	1999	6.54	0	0.0	6.54	28556	93.46
GCA_013340265.1	12984	3668	28.25	0	0.0	28.25	9316	71.75
GCA_948099385.2	914	38	4.16	0	0.0	4.16	876	95.84
GCF_000347755.3	22949	346	1.51	4898	21.34	22.85	17705	77.15
GCF_041260155.1	50798	732	1.44	6187	12.18	13.62	43879	86.38
GCF_001652005.2	23251	893	3.84	4438	19.09	22.93	17920	77.07
GCF_016801865.2	25920	297	1.15	3403	13.13	14.27	22220	85.73
GCF_015706575.1	35403	655	1.85	4429	12.51	14.36	30319	85.64
GCF_000183805.2	15440	1885	12.21	102	0.66	12.87	13453	87.13
GCF_026212275.2	20167	197	0.98	3790	18.79	19.77	16180	80.23
GCA_004794785.1	20867	771	3.69	2377	11.39	15.09	17719	84.91
GCF_030347505.1	26151	62	0.24	3793	14.5	14.74	22296	85.26
GCF_036172545.1	14730	226	1.53	1112	7.55	9.08	13392	90.92
GCF_001412225.1	19577	951	4.86	1903	9.72	14.58	16723	85.42
GCA_021605075.1	56117	2051	3.65	0	0.0	3.65	54066	96.35
GCF_948474715.1	18276	185	1.01	604	3.3	4.32	17487	95.68
GCF_030686945.1	27408	933	3.4	2932	10.7	14.1	23543	85.9
GCF_001654025.1	19500	476	2.44	1269	6.51	8.95	17755	91.05
GCF_002443255.2	30202	103	0.34	10018	33.17	33.51	20081	66.49
GCA_038098605.1	19760	113	0.57	0	0.0	0.57	19647	99.43
GCA_921294245.1	16015	267	1.67	0	0.0	1.67	15748	98.33
GCF_013753865.1	41860	1939	4.63	4519	10.8	15.43	35402	84.57
GCA_040285465.1	18230	59	0.32	2094	11.49	11.81	16077	88.19
GCF_014898815.1	14862	1215	8.18	1532	10.31	18.48	12115	81.52
GCF_039881205.1	18487	101	0.55	1649	8.92	9.47	16737	90.53
GCA_040893045.1	18177	15	0.08	0	0.0	0.08	18162	99.92
GCF_036669915.1	37406	880	2.35	5509	14.73	17.08	31017	82.92
GCA_014220965.1	12850	1080	8.4	0	0.0	8.4	11770	91.6
GCF_921293095.1	27076	97	0.36	3401	12.56	12.92	23578	87.08
GCF_000836235.2	19075	457	2.4	1670	8.75	11.15	16948	88.85
GCF_947568905.1	57349	312	0.54	10273	17.91	18.46	46764	81.54
GCA_009835225.1	32062	9514	29.67	0	0.0	29.67	22548	70.33
GCF_003704095.1	25183	2559	10.16	2072	8.23	18.39	20552	81.61
GCA_029851415.1	24471	1405	5.74	0	0.0	5.74	23066	94.26
GCF_001594115.1	20394	462	2.27	3704	18.16	20.43	16228	79.57
GCF_004193835.3	23761	908	3.82	1884	7.93	11.75	20969	88.25
GCF_023101765.2	29539	327	1.11	3151	10.67	11.77	26061	88.23
GCA_021605095.1	82824	4489	5.42	0	0.0	5.42	78335	94.58
GCA_000441895.2	19352	0	0.0	0	0.0	0.0	19352	100.0
GCF_014466175.1	23842	86	0.36	4958	20.8	21.16	18798	78.84
GCF_022045245.1	22082	511	2.31	3024	13.69	16.01	18547	83.99
GCF_018135715.1	21503	300	1.4	2280	10.6	12.0	18923	88.0
GCF_040412425.1	53834	1229	2.28	12708	23.61	25.89	39897	74.11
GCF_018991925.1	40732	2610	6.41	6280	15.42	21.83	31842	78.17
GCF_023375885.2	33846	130	0.38	3288	9.71	10.1	30428	89.9
GCF_001039355.2	41392	2272	5.49	5765	13.93	19.42	33355	80.58
GCF_035044405.1	21842	252	1.15	1857	8.5	9.66	19733	90.34
GCA_903813345.2	31200	9133	29.27	0	0.0	29.27	22067	70.73
GCF_905147365.1	21296	117	0.55	2063	9.69	10.24	19116	89.76
GCF_004324835.1	28741	745	2.59	2731	9.5	12.09	25265	87.91
GCF_016617805.1	23950	292	1.22	4318	18.03	19.25	19340	80.75
GCA_958299035.1	22717	747	3.29	0	0.0	3.29	21970	96.71
GCA_907164705.1	30102	345	1.15	0	0.0	1.15	29757	98.85
GCF_027571235.1	13814	369	2.67	1580	11.44	14.11	11865	85.89
GCA_927349885.1	17476	388	2.22	0	0.0	2.22	17088	97.78
GCF_003268045.1	21316	823	3.86	3010	14.12	17.98	17483	82.02
GCA_902850265.1	13297	69	0.52	0	0.0	0.52	13228	99.48
GCA_963995475.1	12954	529	4.08	0	0.0	4.08	12425	95.92
GCF_032445375.1	29758	184	0.62	5296	17.8	18.42	24278	81.58
GCA_003991915.1	23871	7726	32.37	0	0.0	32.37	16145	67.63
GCF_030788295.1	24711	145	0.59	3192	12.92	13.5	21374	86.5
GCF_003254395.2	23471	321	1.37	4393	18.72	20.08	18757	79.92
GCF_014905175.1	20617	355	1.72	2563	12.43	14.15	17699	85.85
GCA_900617915.1	27158	2141	7.88	0	0.0	7.88	25017	92.12
GCF_910589235.1	26263	196	0.75	6661	25.36	26.11	19406	73.89
GCF_000591075.1	30425	2269	7.46	2494	8.2	15.65	25662	84.35
GCF_002022765.2	60213	2308	3.83	8301	13.79	17.62	49604	82.38
GCF_016086655.4	23600	782	3.31	4801	20.34	23.66	18017	76.34
GCF_001625305.1	34675	1745	5.03	2544	7.34	12.37	30386	87.63
GCF_002204515.2	28317	426	1.5	7101	25.08	26.58	20790	73.42
GCF_000599845.2	21161	192	0.91	3420	16.16	17.07	17549	82.93
GCA_020341155.1	12562	1257	10.01	0	0.0	10.01	11305	89.99
GCA_900617975.1	13777	789	5.73	0	0.0	5.73	12988	94.27
GCF_018153295.1	19405	321	1.65	1474	7.6	9.25	17610	90.75
GCF_026250575.1	22109	73	0.33	3179	14.38	14.71	18857	85.29
GCF_003590095.1	23658	734	3.1	2193	9.27	12.37	20731	87.63
GCF_024713945.1	16055	535	3.33	3425	21.33	24.67	12095	75.33
GCF_947242115.1	53149	151	0.28	17316	32.58	32.86	35682	67.14
GCF_032854445.1	24166	1363	5.64	2459	10.18	15.82	20344	84.18
GCF_016920785.2	34235	1732	5.06	1874	5.47	10.53	30629	89.47
GCA_965140935.1	37825	1621	4.29	0	0.0	4.29	36204	95.71
GCF_963556715.1	19996	168	0.84	907	4.54	5.38	18921	94.62
GCF_051401765.1	19141	181	0.95	2673	13.96	14.91	16287	85.09
GCF_023864345.2	27654	354	1.28	3356	12.14	13.42	23944	86.58
GCF_037042905.1	29875	182	0.61	4026	13.48	14.09	25667	85.91
GCF_002532875.2	25996	535	2.06	7226	27.8	29.85	18235	70.15
GCF_905475465.1	23367	100	0.43	2334	9.99	10.42	20933	89.58
GCA_001447755.1	16247	3799	23.38	314	1.93	25.32	12134	74.68
GCF_013202065.1	22808	498	2.18	3880	17.01	19.2	18430	80.8
GCA_000328365.1	31978	8040	25.14	0	0.0	25.14	23938	74.86
GCF_033807575.1	26410	359	1.36	2534	9.59	10.95	23517	89.05
GCA_900618025.1	16203	3186	19.66	0	0.0	19.66	13017	80.34
GCA_019343175.1	32682	1323	4.05	0	0.0	4.05	31359	95.95
GCF_036320965.1	40971	746	1.82	9573	23.37	25.19	30652	74.81
GCF_964275005.1	19759	487	2.46	564	2.85	5.32	18708	94.68
GCF_024679095.1	54884	884	1.61	14301	26.06	27.67	39699	72.33
GCA_963661955.1	16574	126	0.76	0	0.0	0.76	16448	99.24
GCF_000648675.2	24194	182	0.75	3496	14.45	15.2	20516	84.8
GCF_013357705.1	19224	237	1.23	3492	18.16	19.4	15495	80.6
GCA_000469725.3	10657	2	0.02	0	0.0	0.02	10655	99.98
GCA_942486025.1	40380	13372	33.12	0	0.0	33.12	27008	66.88
GCA_019648995.1	77230	4228	5.47	0	0.0	5.47	73002	94.53
GCA_051530055.1	11076	111	1.0	12	0.11	1.11	10953	98.89
GCA_963681835.1	45924	15	0.03	0	0.0	0.03	45909	99.97
GCA_029204025.1	10651	524	4.92	0	0.0	4.92	10127	95.08
GCF_002891405.2	29285	1017	3.47	6493	22.17	25.64	21775	74.36
GCF_013339745.2	36397	1437	3.95	2948	8.1	12.05	32012	87.95
GCF_003070985.1	27275	2047	7.51	4666	17.11	24.61	20562	75.39
GCF_030247185.1	25635	166	0.65	5847	22.81	23.46	19622	76.54
GCF_963422355.1	25281	247	0.98	1362	5.39	6.36	23672	93.64
GCF_001313835.1	19297	429	2.22	3403	17.63	19.86	15465	80.14
GCF_013123115.1	18601	198	1.06	3123	16.79	17.85	15280	82.15
GCA_013387265.2	25376	2742	10.81	18	0.07	10.88	22616	89.12
GCA_006783055.1	26080	3278	12.57	0	0.0	12.57	22802	87.43
GCF_031769215.1	24047	867	3.61	973	4.05	7.65	22207	92.35
GCF_030179915.1	25194	230	0.91	2762	10.96	11.88	22202	88.12
GCF_000341935.2	31793	423	1.33	7964	25.05	26.38	23406	73.62
GCF_043229965.1	26986	248	0.92	2756	10.21	11.13	23982	88.87
GCF_030179905.1	24422	183	0.75	2772	11.35	12.1	21467	87.9
GCF_905163445.1	20956	213	1.02	1933	9.22	10.24	18810	89.76
GCF_000090795.2	23543	2558	10.87	583	2.48	13.34	20402	86.66
GCF_028296485.1	16969	427	2.52	688	4.05	6.57	15854	93.43
GCA_902439185.1	22497	1538	6.84	0	0.0	6.84	20959	93.16
GCF_018153835.1	22460	1181	5.26	2419	10.77	16.03	18860	83.97
GCF_021461395.2	26125	352	1.35	2807	10.74	12.09	22966	87.91
GCA_023678845.1	17033	568	3.33	0	0.0	3.33	16465	96.67
GCF_023078275.1	23735	1005	4.23	1886	7.95	12.18	20844	87.82
GCA_051171035.1	11228	575	5.12	0	0.0	5.12	10653	94.88
GCA_944474145.2	16907	1787	10.57	0	0.0	10.57	15120	89.43
GCA_917834065.1	15471	11	0.07	0	0.0	0.07	15460	99.93
GCF_947568885.1	20309	126	0.62	1089	5.36	5.98	19094	94.02
GCF_020882245.1	21556	584	2.71	3549	16.46	19.17	17423	80.83
