speciesID	numOriginal	numFilteredOut	percentFilteredOut	numDuplicatesRemoved	percentDuplicatesRemoved	percentRemoved	numLeft	percentLeft
GCA_964200345.2	24354	9841	40.41	0	0.0	40.41	14513	59.59
GCF_009792415.1	3709	74	2.0	0	0.0	2.0	3635	98.0
GCA_001460835.1	18680	3683	19.72	0	0.0	19.72	14997	80.28
GCA_013115135.1	15639	713	4.56	4	0.03	4.58	14922	95.42
GCF_000151665.1	6020	102	1.69	0	0.0	1.69	5918	98.31
GCA_000310025.1	16271	223	1.37	0	0.0	1.37	16048	98.63
GCA_022539475.1	11660	180	1.54	0	0.0	1.54	11480	98.46
GCF_017916335.1	8158	0	0.0	0	0.0	0.0	8158	100.0
GCA_036940135.2	14038	398	2.84	0	0.0	2.84	13640	97.16
GCA_030267945.1	15257	126	0.83	0	0.0	0.83	15131	99.17
GCA_036867785.1	10490	2	0.02	0	0.0	0.02	10488	99.98
GCA_036939975.2	11917	917	7.69	0	0.0	7.69	11000	92.31
GCA_024970365.1	8066	0	0.0	0	0.0	0.0	8066	100.0
GCF_000257125.1	6187	193	3.12	0	0.0	3.12	5994	96.88
GCF_003324165.1	14755	26	0.18	0	0.0	0.18	14729	99.82
GCF_020800215.1	15507	3	0.02	0	0.0	0.02	15504	99.98
GCA_036940005.2	11264	576	5.11	0	0.0	5.11	10688	94.89
GCA_036169595.1	10564	43	0.41	0	0.0	0.41	10521	99.59
GCF_000388065.1	6309	166	2.63	65	1.03	3.66	6078	96.34
GCF_000006515.1	3929	2	0.05	0	0.0	0.05	3927	99.95
GCA_029953675.1	8540	0	0.0	0	0.0	0.0	8540	100.0
GCF_000372725.1	38559	6720	17.43	2	0.01	17.43	31837	82.57
GCA_015476325.1	4621	949	20.54	0	0.0	20.54	3672	79.46
GCA_947650285.1	10048	1	0.01	0	0.0	0.01	10047	99.99
GCA_036939755.2	11379	433	3.81	0	0.0	3.81	10946	96.19
GCA_022925895.1	26015	212	0.81	0	0.0	0.81	25803	99.19
GCF_000350225.1	9807	89	0.91	0	0.0	0.91	9718	99.09
GCA_001447515.1	13179	0	0.0	0	0.0	0.0	13179	100.0
GCF_000740895.1	4002	37	0.92	0	0.0	0.92	3965	99.08
GCF_000691945.2	3601	4	0.11	0	0.0	0.11	3597	99.89
GCA_026122205.1	7022	1	0.01	0	0.0	0.01	7021	99.99
GCF_023973825.1	5898	148	2.51	0	0.0	2.51	5750	97.49
GCA_962239345.1	8535	949	11.12	0	0.0	11.12	7586	88.88
GCF_000002765.6	5354	4	0.07	0	0.0	0.07	5350	99.93
GCA_963988835.2	79341	0	0.0	0	0.0	0.0	79341	100.0
GCA_008690995.1	9898	0	0.0	0	0.0	0.0	9898	100.0
GCF_017916305.1	8353	0	0.0	0	0.0	0.0	8353	100.0
GCA_026770585.1	32942	11195	33.98	0	0.0	33.98	21747	66.02
GCF_000003225.4	3795	8	0.21	0	0.0	0.21	3787	99.79
GCA_030068145.1	39107	2294	5.87	520	1.33	7.2	36293	92.8
GCF_000004695.1	13315	212	1.59	0	0.0	1.59	13103	98.41
GCA_964200235.2	26842	15988	59.56	0	0.0	59.56	10854	40.44
GCA_023515745.1	13180	33	0.25	0	0.0	0.25	13147	99.75
GCF_000002415.2	5392	40	0.74	0	0.0	0.74	5352	99.26
GCF_000165425.1	39642	82	0.21	0	0.0	0.21	39560	99.79
GCF_001865355.1	3876	30	0.77	0	0.0	0.77	3846	99.23
GCA_030267785.1	30638	14	0.05	0	0.0	0.05	30624	99.95
GCA_009859145.1	1027	5	0.49	3	0.29	0.78	1019	99.22
GCF_001865345.1	3766	5	0.13	0	0.0	0.13	3761	99.87
GCF_000208865.1	6934	47	0.68	0	0.0	0.68	6887	99.32
GCA_029834535.1	10674	191	1.79	0	0.0	1.79	10483	98.21
GCA_006386115.1	17350	17350	100.0	0	0.0	100.0	0	0.0
GCA_051169045.1	3945	51	1.29	0	0.0	1.29	3894	98.71
GCF_000006565.2	8318	14	0.17	0	0.0	0.17	8304	99.83
GCA_039583845.1	5649	877	15.52	17	0.3	15.83	4755	84.17
GCA_041937235.1	17400	18	0.1	0	0.0	0.1	17382	99.9
GCF_004359215.1	9766	0	0.0	0	0.0	0.0	9766	100.0
GCA_021927905.1	18869	11	0.06	0	0.0	0.06	18858	99.94
GCF_000240725.1	3461	1623	46.89	0	0.0	46.89	1838	53.11
GCA_964200335.2	25136	20050	79.77	0	0.0	79.77	5086	20.23
GCF_000234665.1	8151	75	0.92	0	0.0	0.92	8076	99.08
GCF_000497125.1	8667	3	0.03	0	0.0	0.03	8664	99.97
GCF_000223845.1	6375	825	12.94	0	0.0	12.94	5550	87.06
GCF_000281045.1	18229	470	2.58	127	0.7	3.28	17632	96.72
GCF_000002435.2	4966	7	0.14	0	0.0	0.14	4959	99.86
GCF_022059095.1	10044	11	0.11	0	0.0	0.11	10033	99.89
GCA_000277445.1	10651	383	3.6	0	0.0	3.6	10268	96.4
GCA_026419775.2	15868	1315	8.29	0	0.0	8.29	14553	91.71
GCA_905237085.1	58232	21213	36.43	0	0.0	36.43	37019	63.57
GCF_000142905.1	10598	197	1.86	12	0.11	1.97	10389	98.03
GCA_051911595.1	7672	0	0.0	0	0.0	0.0	7672	100.0
GCA_001179505.1	23412	650	2.78	0	0.0	2.78	22762	97.22
GCA_047372885.1	22937	257	1.12	0	0.0	1.12	22680	98.88
GCF_001680005.1	5516	84	1.52	0	0.0	1.52	5432	98.48
GCA_036940105.2	12151	716	5.89	0	0.0	5.89	11435	94.11
GCA_030267725.1	18874	2	0.01	0	0.0	0.01	18872	99.99
GCA_033064195.1	25221	0	0.0	0	0.0	0.0	25221	100.0
GCF_003719485.1	10148	309	3.04	0	0.0	3.04	9839	96.96
GCA_002081575.1	13174	2004	15.21	0	0.0	15.21	11170	84.79
GCF_000209125.1	8811	74	0.84	0	0.0	0.84	8737	99.16
GCA_013995675.1	5189	11	0.21	1	0.02	0.23	5177	99.77
GCA_026184515.1	19118	0	0.0	0	0.0	0.0	19118	100.0
GCA_024181965.1	15316	3519	22.98	0	0.0	22.98	11797	77.02
GCF_000165395.2	3977	1	0.03	0	0.0	0.03	3976	99.97
GCA_013187285.2	14109	891	6.32	0	0.0	6.32	13218	93.68
GCF_000499605.1	6057	611	10.09	0	0.0	10.09	5446	89.91
GCF_000209065.1	19607	2575	13.13	0	0.0	13.13	17032	86.87
GCF_001293395.1	13893	49	0.35	4011	28.87	29.22	9833	70.78
GCF_000004825.1	12336	34	0.28	0	0.0	0.28	12302	99.72
GCA_031305395.1	16447	0	0.0	0	0.0	0.0	16447	100.0
GCA_036940125.2	11949	1487	12.44	0	0.0	12.44	10462	87.56
GCA_964200295.2	22938	8905	38.82	0	0.0	38.82	14033	61.18
GCA_037039495.1	3725	23	0.62	0	0.0	0.62	3702	99.38
GCF_900002385.2	6039	13	0.22	0	0.0	0.22	6026	99.78
GCF_000499545.2	8596	1635	19.02	0	0.0	19.02	6961	80.98
GCF_002897235.1	5031	0	0.0	0	0.0	0.0	5031	100.0
GCF_000190715.1	12399	1164	9.39	0	0.0	9.39	11235	90.61
GCA_905182995.1	42611	179	0.42	0	0.0	0.42	42432	99.58
GCA_020536535.1	19876	43	0.22	0	0.0	0.22	19833	99.78
GCA_001939145.1	43403	2580	5.94	0	0.0	5.94	40823	94.06
GCA_918797485.1	16525	1541	9.33	0	0.0	9.33	14984	90.67
GCA_040357525.1	5698	1271	22.31	3	0.05	22.36	4424	77.64
GCA_002081595.1	14406	606	4.21	0	0.0	4.21	13800	95.79
GCA_964200635.2	42435	31210	73.55	0	0.0	73.55	11225	26.45
GCF_026262505.1	87544	27071	30.92	0	0.0	30.92	60473	69.08
GCF_000151545.1	20121	1522	7.56	0	0.0	7.56	18599	92.44
GCF_020186115.1	11119	0	0.0	0	0.0	0.0	11119	100.0
GCF_000142945.1	17797	130	0.73	0	0.0	0.73	17667	99.27
GCF_900005855.1	5305	158	2.98	0	0.0	2.98	5147	97.02
GCF_000208925.1	8151	34	0.42	0	0.0	0.42	8117	99.58
GCA_905231915.1	35672	15863	44.47	0	0.0	44.47	19809	55.53
GCF_900681995.1	5050	0	0.0	0	0.0	0.0	5050	100.0
GCF_000165345.1	3805	687	18.06	0	0.0	18.06	3118	81.94
GCA_019154785.2	38785	21	0.05	0	0.0	0.05	38764	99.95
GCF_000520115.1	20816	399	1.92	1173	5.64	7.55	19244	92.45
GCA_000711775.1	810	0	0.0	0	0.0	0.0	810	100.0
GCA_000499725.1	8711	238	2.73	0	0.0	2.73	8473	97.27
GCA_964200315.2	30302	16576	54.7	0	0.0	54.7	13726	45.3
GCA_947646735.1	10408	4	0.04	0	0.0	0.04	10404	99.96
GCA_964200185.2	13818	6766	48.97	0	0.0	48.97	7052	51.03
GCA_014529505.1	3775	80	2.12	0	0.0	2.12	3695	97.88
GCA_030267625.1	13713	2260	16.48	0	0.0	16.48	11453	83.52
GCA_023515795.1	7496	903	12.05	0	0.0	12.05	6593	87.95
GCA_963575745.1	122375	55326	45.21	0	0.0	45.21	67049	54.79
GCF_000341285.1	7146	96	1.34	119	1.67	3.01	6931	96.99
GCF_002600585.1	11452	3416	29.83	0	0.0	29.83	8036	70.17
GCF_000149405.2	11686	2391	20.46	0	0.0	20.46	9295	79.54
GCA_000751175.1	20740	0	0.0	0	0.0	0.0	20740	100.0
GCA_013115145.1	10986	2076	18.9	0	0.0	18.9	8910	81.1
GCF_000499425.1	6867	763	11.11	0	0.0	11.11	6104	88.89
GCA_021527685.1	23025	32	0.14	0	0.0	0.14	22993	99.86
GCF_003719475.1	10104	239	2.37	0	0.0	2.37	9865	97.63
GCA_018873745.1	17721	1886	10.64	0	0.0	10.64	15835	89.36
GCA_963970005.1	72931	7480	10.26	0	0.0	10.26	65451	89.74
GCA_933822405.4	24633	391	1.59	0	0.0	1.59	24242	98.41
GCA_012489335.1	13395	1523	11.37	0	0.0	11.37	11872	88.63
GCA_047372865.1	22866	387	1.69	0	0.0	1.69	22479	98.31
GCA_009835185.1	25494	1037	4.07	0	0.0	4.07	24457	95.93
GCF_008403515.1	13839	24	0.17	0	0.0	0.17	13815	99.83
GCA_914767885.1	26579	22	0.08	0	0.0	0.08	26557	99.92
GCA_003568945.1	17269	7865	45.54	0	0.0	45.54	9404	54.46
GCF_000691245.1	10583	191	1.8	0	0.0	1.8	10392	98.2
GCA_965637985.1	6381	75	1.18	0	0.0	1.18	6306	98.82
GCA_036940045.2	7782	687	8.83	0	0.0	8.83	7095	91.17
GCA_051911505.1	6893	0	0.0	0	0.0	0.0	6893	100.0
GCA_026184775.1	4870	0	0.0	0	0.0	0.0	4870	100.0
GCF_000002845.2	8362	380	4.54	0	0.0	4.54	7982	95.46
GCA_027972325.1	13466	2641	19.61	0	0.0	19.61	10825	80.39
GCF_000313135.1	14969	945	6.31	0	0.0	6.31	14024	93.69
GCA_042855435.1	10052	103	1.02	0	0.0	1.02	9949	98.98
GCA_963377175.1	42224	4470	10.59	0	0.0	10.59	37754	89.41
GCF_001839685.1	25030	0	0.0	0	0.0	0.0	25030	100.0
GCA_006247105.1	4660	9	0.19	0	0.0	0.19	4651	99.81
GCA_905182975.1	38668	276	0.71	0	0.0	0.71	38392	99.29
GCF_000220395.1	8056	1196	14.85	0	0.0	14.85	6860	85.15
GCF_000006405.1	23654	5384	22.76	18	0.08	22.84	18252	77.16
GCF_002563875.1	8220	25	0.3	0	0.0	0.3	8195	99.7
GCA_030267505.1	15987	3901	24.4	0	0.0	24.4	12086	75.6
GCF_018691715.1	21326	25	0.12	0	0.0	0.12	21301	99.88
GCA_051911515.1	7905	0	0.0	0	0.0	0.0	7905	100.0
GCF_024862765.1	5867	0	0.0	0	0.0	0.0	5867	100.0
GCF_001186125.1	18730	6429	34.32	58	0.31	34.63	12243	65.37
GCF_000002445.2	8769	19	0.22	0	0.0	0.22	8750	99.78
GCF_000981445.1	5090	45	0.88	0	0.0	0.88	5045	99.12
GCA_001606155.1	10225	19	0.19	0	0.0	0.19	10206	99.81
GCA_039105265.1	44167	412	0.93	0	0.0	0.93	43755	99.07
GCF_000091205.1	4803	0	0.0	0	0.0	0.0	4803	100.0
GCA_003024175.1	17124	1315	7.68	0	0.0	7.68	15809	92.32
GCF_000956335.1	5671	105	1.85	0	0.0	1.85	5566	98.15
GCF_000189635.1	26996	489	1.81	0	0.0	1.81	26507	98.19
GCA_030267965.1	14430	163	1.13	0	0.0	1.13	14267	98.87
GCA_008636045.1	56706	9136	16.11	0	0.0	16.11	47570	83.89
GCA_920618645.1	10023	4	0.04	0	0.0	0.04	10019	99.96
GCA_009829735.1	13100	0	0.0	20	0.15	0.15	13080	99.85
GCF_000342415.1	5327	0	0.0	0	0.0	0.0	5327	100.0
GCF_009768925.1	3722	53	1.42	0	0.0	1.42	3669	98.58
GCF_000330505.1	11997	1379	11.49	0	0.0	11.49	10618	88.51
GCA_946863485.1	29110	10321	35.46	0	0.0	35.46	18789	64.54
GCA_039657295.1	3919	102	2.6	0	0.0	2.6	3817	97.4
GCF_002087225.1	11312	1416	12.52	0	0.0	12.52	9896	87.48
GCA_001970955.1	31426	6	0.02	0	0.0	0.02	31420	99.98
GCA_001299535.1	8485	58	0.68	0	0.0	0.68	8427	99.32
GCA_002049455.2	13567	1178	8.68	53	0.39	9.07	12336	90.93
GCA_027923505.1	11307	0	0.0	0	0.0	0.0	11307	100.0
GCA_019155715.1	15384	161	1.05	0	0.0	1.05	15223	98.95
GCA_964200425.2	18691	7523	40.25	0	0.0	40.25	11168	59.75
GCA_016880985.1	25409	188	0.74	0	0.0	0.74	25221	99.26
GCF_001643675.1	18146	0	0.0	0	0.0	0.0	18146	100.0
GCF_000787575.1	12686	2990	23.57	0	0.0	23.57	9696	76.43
GCA_003194525.1	10813	0	0.0	0	0.0	0.0	10813	100.0
GCF_000002725.2	8328	16	0.19	0	0.0	0.19	8312	99.81
GCF_000520075.1	26259	609	2.32	1093	4.16	6.48	24557	93.52
GCA_964200075.2	14491	9304	64.21	0	0.0	64.21	5187	35.79
GCA_008330645.1	8591	0	0.0	0	0.0	0.0	8591	100.0
GCF_000004985.1	15714	832	5.29	0	0.0	5.29	14882	94.71
GCA_004565275.1	8919	100	1.12	0	0.0	1.12	8819	98.88
GCF_017918235.1	7891	0	0.0	0	0.0	0.0	7891	100.0
GCA_021307395.1	17806	0	0.0	0	0.0	0.0	17806	100.0
GCF_000203815.1	12135	25	0.21	0	0.0	0.21	12110	99.79
GCF_900002335.3	5200	5	0.1	0	0.0	0.1	5195	99.9
GCA_017506865.1	18284	2105	11.51	0	0.0	11.51	16179	88.49
GCA_905221605.1	35270	2115	6.0	0	0.0	6.0	33155	94.0
GCA_962240435.1	8459	702	8.3	0	0.0	8.3	7757	91.7
GCA_903772945.1	35995	637	1.77	0	0.0	1.77	35358	98.23
GCA_007210665.1	3979	92	2.31	0	0.0	2.31	3887	97.69
GCA_027625915.1	29744	0	0.0	0	0.0	0.0	29744	100.0
GCF_000150955.2	10412	1621	15.57	2	0.02	15.59	8789	84.41
GCF_028658345.1	4165	91	2.18	0	0.0	2.18	4074	97.82
GCF_900002375.2	4966	31	0.62	0	0.0	0.62	4935	99.38
GCA_051942585.1	1109	120	10.82	0	0.0	10.82	989	89.18
GCA_025991245.1	8036	0	0.0	0	0.0	0.0	8036	100.0
GCA_947184155.2	49545	7313	14.76	0	0.0	14.76	42232	85.24
GCF_900000015.1	15459	122	0.79	0	0.0	0.79	15337	99.21
GCF_000321355.1	5716	1406	24.6	0	0.0	24.6	4310	75.4
GCA_019828595.1	19514	124	0.64	1	0.01	0.64	19389	99.36
GCA_001275005.1	16765	1805	10.77	0	0.0	10.77	14960	89.23
GCA_002215365.1	34804	7117	20.45	0	0.0	20.45	27687	79.55
GCA_021491655.1	9671	0	0.0	0	0.0	0.0	9671	100.0
GCA_962240445.1	8465	751	8.87	0	0.0	8.87	7714	91.13
GCF_000165365.1	4046	0	0.0	0	0.0	0.0	4046	100.0
GCF_001602025.1	5422	584	10.77	0	0.0	10.77	4838	89.23
GCF_000186865.1	11522	4132	35.86	0	0.0	35.86	7390	64.14
GCF_000524495.1	5832	125	2.14	0	0.0	2.14	5707	97.86
GCF_000002875.2	8241	179	2.17	0	0.0	2.17	8062	97.83
GCF_000227135.1	8014	286	3.57	49	0.61	4.18	7679	95.82
