speciesID	numOriginal	numFilteredOut	percentFilteredOut	numDuplicatesRemoved	percentDuplicatesRemoved	percentRemoved	numLeft	percentLeft
GCF_004363095.1	6297	52	0.83	0	0.0	0.83	6245	99.17
GCF_047425875.1	2546	12	0.47	1	0.04	0.51	2533	99.49
GCF_022484835.1	4075	25	0.61	6	0.15	0.76	4044	99.24
GCF_003044035.1	2543	64	2.52	13	0.51	3.03	2466	96.97
GCF_021044885.1	3427	7	0.2	0	0.0	0.2	3420	99.8
GCF_000971195.1	2817	19	0.67	1	0.04	0.71	2797	99.29
GCF_040066075.1	6732	168	2.5	4	0.06	2.55	6560	97.45
GCF_900115655.1	2315	39	1.68	25	1.08	2.76	2251	97.24
GCF_001936255.1	948	16	1.69	3	0.32	2.0	929	98.0
GCF_027924785.1	5640	43	0.76	4	0.07	0.83	5593	99.17
GCF_003416885.1	2506	37	1.48	0	0.0	1.48	2469	98.52
GCF_024753205.1	4730	53	1.12	2	0.04	1.16	4675	98.84
GCF_001050295.1	2706	20	0.74	0	0.0	0.74	2686	99.26
GCF_014641615.1	5954	19	0.32	0	0.0	0.32	5935	99.68
GCF_013267695.1	2174	32	1.47	2	0.09	1.56	2140	98.44
GCF_007859305.1	3023	62	2.05	3	0.1	2.15	2958	97.85
GCF_019448085.1	2881	13	0.45	1	0.03	0.49	2867	99.51
GCF_003946725.1	2640	35	1.33	0	0.0	1.33	2605	98.67
GCF_002760655.1	5514	124	2.25	10	0.18	2.43	5380	97.57
GCF_025567265.1	3232	74	2.29	1	0.03	2.32	3157	97.68
GCF_900113825.1	6673	61	0.91	2	0.03	0.94	6610	99.06
GCF_001571775.1	2985	56	1.88	127	4.25	6.13	2802	93.87
GCF_016807805.1	6320	317	5.02	46	0.73	5.74	5957	94.26
GCF_947251585.1	2195	239	10.89	459	20.91	31.8	1497	68.2
GCF_900108475.1	3368	31	0.92	18	0.53	1.45	3319	98.55
GCF_003814915.1	2932	16	0.55	1	0.03	0.58	2915	99.42
GCF_025370875.1	5607	106	1.89	1	0.02	1.91	5500	98.09
GCF_016127215.1	1969	25	1.27	5	0.25	1.52	1939	98.48
GCF_039652555.1	3211	52	1.62	0	0.0	1.62	3159	98.38
GCF_025567305.1	2343	39	1.66	2	0.09	1.75	2302	98.25
GCF_023100725.1	3482	27	0.78	0	0.0	0.78	3455	99.22
GCF_900343015.1	464	64	13.79	0	0.0	13.79	400	86.21
GCF_009739905.1	6323	80	1.27	10	0.16	1.42	6233	98.58
GCF_000378825.1	4760	134	2.82	8	0.17	2.98	4618	97.02
GCF_030813415.1	3190	26	0.82	2	0.06	0.88	3162	99.12
GCF_004319545.1	4603	86	1.87	137	2.98	4.84	4380	95.16
GCF_004134905.2	3982	12	0.3	0	0.0	0.3	3970	99.7
GCF_004345825.1	3300	14	0.42	0	0.0	0.42	3286	99.58
GCF_004803505.1	2951	50	1.69	0	0.0	1.69	2901	98.31
GCF_000224925.1	3359	107	3.19	0	0.0	3.19	3252	96.81
GCF_900078685.2	4701	329	7.0	25	0.53	7.53	4347	92.47
GCF_002706745.1	2480	16	0.65	43	1.73	2.38	2421	97.62
GCF_048323655.1	2995	7	0.23	1	0.03	0.27	2987	99.73
GCF_014648115.1	4139	29	0.7	0	0.0	0.7	4110	99.3
GCF_000429665.1	3775	25	0.66	6	0.16	0.82	3744	99.18
GCF_023721415.1	3131	8	0.26	4	0.13	0.38	3119	99.62
GCF_002251085.2	2753	36	1.31	7	0.25	1.56	2710	98.44
GCF_000379805.1	5408	43	0.8	3	0.06	0.85	5362	99.15
GCF_024206795.1	3689	50	1.36	10	0.27	1.63	3629	98.37
GCF_024753285.1	5667	37	0.65	2	0.04	0.69	5628	99.31
GCF_000162575.1	1570	29	1.85	0	0.0	1.85	1541	98.15
GCF_002993885.1	4157	54	1.3	16	0.38	1.68	4087	98.32
GCF_000746085.1	3526	87	2.47	3	0.09	2.55	3436	97.45
GCF_029968015.1	7680	238	3.1	0	0.0	3.1	7442	96.9
GCF_003994235.2	4433	69	1.56	1	0.02	1.58	4363	98.42
GCF_003843875.1	2987	30	1.0	0	0.0	1.0	2957	99.0
GCF_000214355.1	3412	25	0.73	17	0.5	1.23	3370	98.77
GCF_020734085.1	3943	50	1.27	6	0.15	1.42	3887	98.58
GCF_900156895.1	6749	255	3.78	1	0.01	3.79	6493	96.21
GCF_004331465.1	9198	90	0.98	1	0.01	0.99	9107	99.01
GCF_014385165.1	3692	68	1.84	21	0.57	2.41	3603	97.59
GCF_020911885.1	3019	20	0.66	39	1.29	1.95	2960	98.05
GCF_900095705.1	1652	37	2.24	5	0.3	2.54	1610	97.46
GCF_001902585.1	1329	62	4.67	0	0.0	4.67	1267	95.33
GCF_000195555.1	1836	26	1.42	0	0.0	1.42	1810	98.58
GCF_033546855.1	572	4	0.7	0	0.0	0.7	568	99.3
GCF_014070455.1	4836	60	1.24	4	0.08	1.32	4772	98.68
GCF_014174215.1	3854	90	2.34	0	0.0	2.34	3764	97.66
GCF_020208145.1	4212	43	1.02	1	0.02	1.04	4168	98.96
GCF_003719195.1	4978	53	1.06	30	0.6	1.67	4895	98.33
GCF_900185775.1	1676	68	4.06	13	0.78	4.83	1595	95.17
GCF_037027585.1	3767	46	1.22	2	0.05	1.27	3719	98.73
GCF_001953955.1	2167	59	2.72	36	1.66	4.38	2072	95.62
GCF_016595675.1	6938	87	1.25	2	0.03	1.28	6849	98.72
GCF_034478925.1	4274	109	2.55	0	0.0	2.55	4165	97.45
GCF_022559585.1	2501	216	8.64	297	11.88	20.51	1988	79.49
GCF_020215645.1	11172	93	0.83	8	0.07	0.9	11071	99.1
GCF_029455255.1	3560	76	2.13	0	0.0	2.13	3484	97.87
GCF_015707995.1	3128	88	2.81	1	0.03	2.85	3039	97.15
GCF_013403985.1	3437	5	0.15	0	0.0	0.15	3432	99.85
GCF_042685085.1	3742	41	1.1	1	0.03	1.12	3700	98.88
GCF_000512205.2	6196	99	1.6	104	1.68	3.28	5993	96.72
GCF_016918035.1	4082	81	1.98	0	0.0	1.98	4001	98.02
GCF_042679665.1	2821	11	0.39	0	0.0	0.39	2810	99.61
GCF_019375555.1	4744	53	1.12	1	0.02	1.14	4690	98.86
GCF_018139045.1	5458	123	2.25	5	0.09	2.35	5330	97.65
GCF_002776555.1	477	3	0.63	0	0.0	0.63	474	99.37
GCF_902459595.1	4413	87	1.97	0	0.0	1.97	4326	98.03
GCF_014651695.1	5172	76	1.47	0	0.0	1.47	5096	98.53
GCF_039529735.1	3554	42	1.18	0	0.0	1.18	3512	98.82
GCF_003626545.1	6354	84	1.32	1	0.02	1.34	6269	98.66
GCF_016026575.1	1151	5	0.43	0	0.0	0.43	1146	99.57
GCF_015207255.1	5068	215	4.24	3	0.06	4.3	4850	95.7
GCF_000468955.1	2276	14	0.62	0	0.0	0.62	2262	99.38
GCF_002019225.1	4649	336	7.23	11	0.24	7.46	4302	92.54
GCF_014696555.1	7331	115	1.57	11	0.15	1.72	7205	98.28
GCF_036352135.1	586	4	0.68	6	1.02	1.71	576	98.29
GCF_900450885.1	1995	62	3.11	8	0.4	3.51	1925	96.49
GCF_027922025.1	3631	16	0.44	0	0.0	0.44	3615	99.56
GCF_033971865.1	2262	28	1.24	0	0.0	1.24	2234	98.76
GCF_044358485.1	4625	61	1.32	3	0.06	1.38	4561	98.62
GCF_012295575.1	3578	36	1.01	3	0.08	1.09	3539	98.91
GCF_007993795.1	3066	47	1.53	1	0.03	1.57	3018	98.43
GCF_022399565.1	3394	15	0.44	0	0.0	0.44	3379	99.56
GCF_900019265.1	6606	386	5.84	0	0.0	5.84	6220	94.16
GCF_042684405.1	2190	6	0.27	0	0.0	0.27	2184	99.73
GCF_017301615.1	2994	82	2.74	22	0.73	3.47	2890	96.53
GCF_016641735.1	4070	16	0.39	0	0.0	0.39	4054	99.61
GCF_021532315.1	4578	43	0.94	0	0.0	0.94	4535	99.06
GCF_900474615.1	2715	18	0.66	0	0.0	0.66	2697	99.34
GCF_027570035.1	2330	40	1.72	1	0.04	1.76	2289	98.24
GCF_002994005.1	1518	9	0.59	0	0.0	0.59	1509	99.41
GCF_001890385.1	3957	106	2.68	86	2.17	4.85	3765	95.15
GCF_008641065.1	2876	29	1.01	2	0.07	1.08	2845	98.92
GCF_031453995.1	4112	196	4.77	6	0.15	4.91	3910	95.09
GCF_014698735.1	5361	131	2.44	0	0.0	2.44	5230	97.56
GCF_039543825.1	4770	13	0.27	0	0.0	0.27	4757	99.73
GCF_964277395.1	1172	78	6.66	47	4.01	10.67	1047	89.33
GCF_027533625.1	7408	349	4.71	7	0.09	4.81	7052	95.19
GCF_000349205.1	2619	65	2.48	3	0.11	2.6	2551	97.4
GCF_900110955.1	8239	119	1.44	9	0.11	1.55	8111	98.45
GCF_030717945.1	2853	16	0.56	0	0.0	0.56	2837	99.44
GCF_003958645.1	5073	17	0.34	5	0.1	0.43	5051	99.57
GCF_900605005.1	2609	92	3.53	77	2.95	6.48	2440	93.52
GCF_025837095.1	4080	68	1.67	10	0.25	1.91	4002	98.09
GCF_019203965.1	3242	100	3.08	12	0.37	3.45	3130	96.55
GCF_900104965.1	3818	17	0.45	6	0.16	0.6	3795	99.4
GCF_000379645.1	10069	124	1.23	6	0.06	1.29	9939	98.71
GCF_000308695.1	7265	176	2.42	2	0.03	2.45	7087	97.55
GCF_021172165.1	2558	18	0.7	7	0.27	0.98	2533	99.02
GCF_023743875.1	2280	96	4.21	0	0.0	4.21	2184	95.79
GCF_001570365.1	8262	160	1.94	0	0.0	1.94	8102	98.06
GCF_042432495.1	4140	72	1.74	0	0.0	1.74	4068	98.26
GCF_003121625.1	4141	33	0.8	0	0.0	0.8	4108	99.2
GCF_030540875.1	4056	33	0.81	0	0.0	0.81	4023	99.19
GCF_027947575.1	7526	225	2.99	1	0.01	3.0	7300	97.0
GCF_000380485.1	3992	49	1.23	7	0.18	1.4	3936	98.6
GCF_013149805.1	3288	21	0.64	0	0.0	0.64	3267	99.36
GCF_011927695.1	2972	33	1.11	0	0.0	1.11	2939	98.89
GCF_003951285.1	6442	71	1.1	0	0.0	1.1	6371	98.9
GCF_000941095.1	747	13	1.74	15	2.01	3.75	719	96.25
GCF_900110735.1	5443	115	2.11	15	0.28	2.39	5313	97.61
GCF_032850805.1	2537	14	0.55	54	2.13	2.68	2469	97.32
GCF_003457605.1	3826	35	0.91	2	0.05	0.97	3789	99.03
GCF_002895435.1	4933	21	0.43	2	0.04	0.47	4910	99.53
GCF_964026815.1	1462	115	7.87	145	9.92	17.78	1202	82.22
GCF_026163685.1	3664	20	0.55	0	0.0	0.55	3644	99.45
GCF_001418005.1	4155	39	0.94	9	0.22	1.16	4107	98.84
GCF_033794345.1	8779	199	2.27	3	0.03	2.3	8577	97.7
GCF_024320785.1	3128	5	0.16	1	0.03	0.19	3122	99.81
GCF_020295405.1	3368	12	0.36	15	0.45	0.8	3341	99.2
GCF_900112685.1	4418	59	1.34	4	0.09	1.43	4355	98.57
GCF_026966905.1	3808	85	2.23	2	0.05	2.28	3721	97.72
GCF_020421205.1	4485	18	0.4	0	0.0	0.4	4467	99.6
GCF_007991755.1	3561	29	0.81	0	0.0	0.81	3532	99.19
GCF_000332295.1	5212	106	2.03	44	0.84	2.88	5062	97.12
GCF_900106775.1	3146	69	2.19	15	0.48	2.67	3062	97.33
GCF_002073895.1	477	33	6.92	0	0.0	6.92	444	93.08
GCF_000949865.1	5028	102	2.03	1	0.02	2.05	4925	97.95
GCF_000164695.2	2100	12	0.57	7	0.33	0.9	2081	99.1
GCF_001314325.1	5577	99	1.78	81	1.45	3.23	5397	96.77
GCF_900460335.1	3158	50	1.58	21	0.66	2.25	3087	97.75
GCF_000276825.1	5130	89	1.73	5	0.1	1.83	5036	98.17
GCF_003443895.1	7358	131	1.78	3	0.04	1.82	7224	98.18
GCF_042658545.1	5208	95	1.82	0	0.0	1.82	5113	98.18
GCF_029625475.1	6886	98	1.42	14	0.2	1.63	6774	98.37
GCF_014650135.1	7284	141	1.94	0	0.0	1.94	7143	98.06
GCF_020089865.1	4840	85	1.76	5	0.1	1.86	4750	98.14
GCF_014638745.1	2064	15	0.73	1	0.05	0.78	2048	99.22
GCF_900129305.1	3663	94	2.57	6	0.16	2.73	3563	97.27
GCF_004803795.1	2449	80	3.27	5	0.2	3.47	2364	96.53
GCF_947090115.1	1578	11	0.7	1	0.06	0.76	1566	99.24
GCF_034961125.1	5263	152	2.89	5	0.1	2.98	5106	97.02
GCF_009649955.1	2978	73	2.45	2	0.07	2.52	2903	97.48
GCF_024643285.1	3093	8	0.26	0	0.0	0.26	3085	99.74
GCF_019793435.1	6801	279	4.1	4	0.06	4.16	6518	95.84
GCF_021432385.1	4857	44	0.91	35	0.72	1.63	4778	98.37
GCF_020511155.1	3806	39	1.02	2	0.05	1.08	3765	98.92
GCF_023822065.1	3939	38	0.96	9	0.23	1.19	3892	98.81
GCF_022524345.1	5472	214	3.91	11	0.2	4.11	5247	95.89
GCF_001190945.1	5177	21	0.41	18	0.35	0.75	5138	99.25
GCF_001866005.1	3764	100	2.66	23	0.61	3.27	3641	96.73
GCF_030433675.1	4109	23	0.56	0	0.0	0.56	4086	99.44
GCF_042654925.1	10330	517	5.0	0	0.0	5.0	9813	95.0
GCF_006716235.1	2561	27	1.05	4	0.16	1.21	2530	98.79
GCF_013520985.1	7075	189	2.67	1	0.01	2.69	6885	97.31
GCF_042433895.1	2917	20	0.69	1	0.03	0.72	2896	99.28
GCF_029854435.1	6570	167	2.54	44	0.67	3.21	6359	96.79
GCF_042657465.1	6982	136	1.95	6	0.09	2.03	6840	97.97
GCF_022341425.1	3855	49	1.27	3	0.08	1.35	3803	98.65
GCF_900104595.1	1987	34	1.71	5	0.25	1.96	1948	98.04
GCF_016908785.1	1669	13	0.78	0	0.0	0.78	1656	99.22
GCF_015234215.1	3337	30	0.9	0	0.0	0.9	3307	99.1
GCF_002028325.1	6205	127	2.05	5	0.08	2.13	6073	97.87
GCF_900109495.1	2961	44	1.49	4	0.14	1.62	2913	98.38
GCF_004795745.1	2463	45	1.83	15	0.61	2.44	2403	97.56
GCF_013410455.1	3538	11	0.31	0	0.0	0.31	3527	99.69
GCF_900167275.1	2516	17	0.68	1	0.04	0.72	2498	99.28
GCF_030295385.1	2975	6	0.2	1	0.03	0.24	2968	99.76
GCF_045864955.1	2273	21	0.92	15	0.66	1.58	2237	98.42
GCF_021049285.1	3804	18	0.47	2	0.05	0.53	3784	99.47
GCF_000215955.2	3506	71	2.03	0	0.0	2.03	3435	97.97
GCF_030718845.1	857	15	1.75	8	0.93	2.68	834	97.32
GCF_965196625.1	984	26	2.64	18	1.83	4.47	940	95.53
GCF_000154725.1	4347	53	1.22	36	0.83	2.05	4258	97.95
GCF_902810445.1	1706	15	0.88	1	0.06	0.94	1690	99.06
GCF_000772535.1	2418	30	1.24	1	0.04	1.28	2387	98.72
GCF_001584615.1	2012	19	0.94	0	0.0	0.94	1993	99.06
GCF_039537145.1	8718	289	3.31	0	0.0	3.31	8429	96.69
GCF_037027555.1	4842	148	3.06	2	0.04	3.1	4692	96.9
GCF_020810675.1	2014	10	0.5	39	1.94	2.43	1965	97.57
GCF_014654935.1	8192	1656	20.21	0	0.0	20.21	6536	79.79
GCF_004136635.1	2709	21	0.78	0	0.0	0.78	2688	99.22
GCF_900109935.1	4001	31	0.77	0	0.0	0.77	3970	99.23
GCF_000374465.1	3237	42	1.3	6	0.19	1.48	3189	98.52
GCF_039525985.1	4373	72	1.65	0	0.0	1.65	4301	98.35
GCF_003946265.1	2436	41	1.68	1	0.04	1.72	2394	98.28
GCF_029892065.1	6362	238	3.74	13	0.2	3.95	6111	96.05
GCF_018139545.1	3491	18	0.52	1	0.03	0.54	3472	99.46
GCF_900445655.1	2107	21	1.0	12	0.57	1.57	2074	98.43
GCF_017813245.1	6640	243	3.66	0	0.0	3.66	6397	96.34
GCF_039545155.1	3608	23	0.64	5	0.14	0.78	3580	99.22
GCF_006346395.1	4381	23	0.52	0	0.0	0.52	4358	99.48
GCF_900142445.1	4551	38	0.83	1	0.02	0.86	4512	99.14
GCF_000953675.1	3416	42	1.23	3	0.09	1.32	3371	98.68
GCF_023349125.1	4479	18	0.4	2	0.04	0.45	4459	99.55
GCF_026005215.1	2769	68	2.46	6	0.22	2.67	2695	97.33
GCF_042214795.1	3069	15	0.49	14	0.46	0.94	3040	99.06
GCF_004101785.1	2242	37	1.65	20	0.89	2.54	2185	97.46
GCF_002934005.1	4067	179	4.4	1	0.02	4.43	3887	95.57
GCF_017815515.1	3619	55	1.52	5	0.14	1.66	3559	98.34
GCF_964020965.1	2227	119	5.34	71	3.19	8.53	2037	91.47
GCF_023333595.1	6400	152	2.38	1	0.02	2.39	6247	97.61
GCF_000178835.2	4250	40	0.94	25	0.59	1.53	4185	98.47
GCF_003367905.1	2436	32	1.31	28	1.15	2.46	2376	97.54
GCF_029774255.1	2713	25	0.92	0	0.0	0.92	2688	99.08
GCF_000735715.2	4709	22	0.47	1	0.02	0.49	4686	99.51
GCF_042655345.1	6255	117	1.87	1	0.02	1.89	6137	98.11
GCF_013372265.1	2276	20	0.88	34	1.49	2.37	2222	97.63
GCF_008638305.1	3881	80	2.06	0	0.0	2.06	3801	97.94
GCF_014297335.1	2647	35	1.32	1	0.04	1.36	2611	98.64
GCF_008629655.1	3168	32	1.01	4	0.13	1.14	3132	98.86
GCF_005925325.2	4182	24	0.57	1	0.02	0.6	4157	99.4
GCF_009821115.1	3616	31	0.86	11	0.3	1.16	3574	98.84
GCF_013002705.1	3682	73	1.98	2	0.05	2.04	3607	97.96
GCF_003581645.1	3527	50	1.42	146	4.14	5.56	3331	94.44
GCF_002794255.1	6449	156	2.42	427	6.62	9.04	5866	90.96
GCF_963930865.1	1467	13	0.89	2	0.14	1.02	1452	98.98
GCF_900091545.1	6445	190	2.95	30	0.47	3.41	6225	96.59
GCF_964264745.1	1915	29	1.51	207	10.81	12.32	1679	87.68
GCF_034008275.1	4889	102	2.09	13	0.27	2.35	4774	97.65
GCF_016921115.1	7175	252	3.51	4	0.06	3.57	6919	96.43
GCF_014203095.1	5242	16	0.31	0	0.0	0.31	5226	99.69
GCF_018734325.1	3323	42	1.26	72	2.17	3.43	3209	96.57
GCF_039524635.1	6040	381	6.31	0	0.0	6.31	5659	93.69
